2024-7-12 21:50:31-log: Cannot access game frame or container.
2024-7-12 21:50:31-debug: asset-db:require-engine-code (1459ms)
2024-7-12 21:50:32-log: Cocos Creator v3.8.0
2024-7-12 21:50:32-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:14.74MB, end 86.75MB, increase: 72.01MB
2024-7-12 21:50:32-debug: [Assets Memory track]: asset-db-plugin-register: programming start:87.54MB, end 89.88MB, increase: 2.34MB
2024-7-12 21:50:32-debug: [Assets Memory track]: asset-db-plugin-register: engine-extends start:89.93MB, end 93.37MB, increase: 3.44MB
2024-7-12 21:50:32-debug: [Assets Memory track]: asset-db-plugin-enable: project start:90.05MB, end 93.38MB, increase: 3.33MB
2024-7-12 21:50:32-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:86.76MB, end 93.38MB, increase: 6.63MB
2024-7-12 21:50:32-debug: asset-db:worker-init: initPlugin (384ms)
2024-7-12 21:50:32-debug: Run asset db hook programming:beforePreStart ...
2024-7-12 21:50:32-debug: Run asset db hook programming:beforePreStart success!
2024-7-12 21:50:32-debug: Run asset db hook engine-extends:beforePreStart ...
2024-7-12 21:50:32-debug: [Assets Memory track]: asset-db:worker-init start:14.73MB, end 93.43MB, increase: 78.70MB
2024-7-12 21:50:33-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunksbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:33-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\surfaces\module-functions\debug-view.chunkbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:33-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\surfaces\includes\toon-fs.chunkbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:33-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\surfaces\module-functions\toon-fs.chunkbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:33-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\surfaces\module-functions\standard-fs.chunkbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:33-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\surfaces\module-functions\unlit-fs.chunkbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:33-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\misc\silhouette-edge-vs.chunkbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:33-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\misc\silhouette-edge-fs.chunkbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:33-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\misc\sky-fs.chunkbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:33-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\misc\sky-vs.chunkbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:33-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-planar-shadow\fs.chunkbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:33-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-to-reflectmap\fs.chunkbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:33-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-planar-shadow\vs.chunkbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:33-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-to-scene\fs.chunkbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:33-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-to-shadowmap\fs.chunkbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:33-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-to-shadowmap\vs.chunkbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:33-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-to-scene\vs.chunkbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:33-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\chunks\fsr.chunkbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:33-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\chunks\hbao.chunkbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:33-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-to-scene\pipeline\forward-fs.chunkbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:33-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-to-scene\pipeline\deferred-fs.chunkbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:33-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\chunks\vs.chunkbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:33-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\builtin-reflection-probe-preview.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:33-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\builtin-standard.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:34-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\builtin-toon.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:35-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\builtin-terrain.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:35-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\builtin-unlit.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:35-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\advanced\eye.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:36-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\advanced\simple-skin.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:36-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\advanced\hair.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:37-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\advanced\leaf.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:38-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\advanced\skin.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:38-debug: run package(builder) handler(enable) start
2024-7-12 21:50:43-debug: [Assets Memory track]: asset-db-plugin-enable: builder start:160.33MB, end 274.85MB, increase: 114.53MB
2024-7-12 21:50:43-debug: run package(builder) handler(enable) success!
2024-7-12 21:50:43-debug: run package(shortcuts) handler(enable) start
2024-7-12 21:50:43-debug: run package(shortcuts) handler(enable) success!
2024-7-12 21:50:43-debug: run package(animation-graph) handler(enable) success!
2024-7-12 21:50:43-debug: run package(animation-graph) handler(enable) start
2024-7-12 21:50:43-debug: run package(about) handler(enable) start
2024-7-12 21:50:43-debug: run package(about) handler(enable) success!
2024-7-12 21:50:43-debug: run package(assets) handler(enable) start
2024-7-12 21:50:43-debug: run package(assets) handler(enable) success!
2024-7-12 21:50:43-debug: run package(console) handler(enable) start
2024-7-12 21:50:43-debug: run package(console) handler(enable) success!
2024-7-12 21:50:43-debug: run package(crash-reporter) handler(enable) start
2024-7-12 21:50:43-debug: run package(crash-reporter) handler(enable) success!
2024-7-12 21:50:43-debug: run package(extension) handler(enable) start
2024-7-12 21:50:43-debug: run package(extension) handler(enable) success!
2024-7-12 21:50:43-debug: run package(hierarchy) handler(enable) start
2024-7-12 21:50:43-debug: run package(hierarchy) handler(enable) success!
2024-7-12 21:50:43-debug: run package(inspector) handler(enable) start
2024-7-12 21:50:43-debug: run package(inspector) handler(enable) success!
2024-7-12 21:50:43-debug: run package(light-probe) handler(enable) start
2024-7-12 21:50:43-debug: run package(light-probe) handler(enable) success!
2024-7-12 21:50:43-debug: run package(lightmap) handler(enable) start
2024-7-12 21:50:43-debug: run package(lightmap) handler(enable) success!
2024-7-12 21:50:43-debug: run package(node-library) handler(enable) success!
2024-7-12 21:50:43-debug: run package(package-asset) handler(enable) start
2024-7-12 21:50:43-debug: run package(package-asset) handler(enable) success!
2024-7-12 21:50:43-debug: run package(node-library) handler(enable) start
2024-7-12 21:50:43-debug: run package(process) handler(enable) start
2024-7-12 21:50:43-debug: run package(process) handler(enable) success!
2024-7-12 21:50:43-debug: run package(reference-image) handler(enable) start
2024-7-12 21:50:43-debug: run package(reference-image) handler(enable) success!
2024-7-12 21:50:43-debug: run package(reflection-probe) handler(enable) success!
2024-7-12 21:50:43-debug: run package(reflection-probe) handler(enable) start
2024-7-12 21:50:43-debug: run package(engine-extends) handler(enable) start
2024-7-12 21:50:43-debug: run package(engine-extends) handler(enable) success!
2024-7-12 21:50:43-debug: run package(adsense-h5g-plugin) handler(enable) start
2024-7-12 21:50:43-debug: run package(adsense-h5g-plugin) handler(enable) success!
2024-7-12 21:50:43-debug: run package(alipay-mini-game) handler(enable) success!
2024-7-12 21:50:43-debug: run package(alipay-mini-game) handler(enable) start
2024-7-12 21:50:43-debug: run package(android) handler(enable) success!
2024-7-12 21:50:43-debug: run package(bytedance-mini-game) handler(enable) start
2024-7-12 21:50:43-debug: run package(android) handler(enable) start
2024-7-12 21:50:43-debug: run package(bytedance-mini-game) handler(enable) success!
2024-7-12 21:50:43-debug: run package(certificate) handler(enable) start
2024-7-12 21:50:43-debug: run package(certificate) handler(enable) success!
2024-7-12 21:50:43-debug: run package(channel-upload-tools) handler(enable) start
2024-7-12 21:50:43-debug: run package(channel-upload-tools) handler(enable) success!
2024-7-12 21:50:43-debug: run package(fb-instant-games) handler(enable) start
2024-7-12 21:50:43-debug: run package(fb-instant-games) handler(enable) success!
2024-7-12 21:50:43-debug: run package(huawei-agc) handler(enable) success!
2024-7-12 21:50:43-debug: run package(huawei-quick-game) handler(enable) start
2024-7-12 21:50:43-debug: run package(huawei-quick-game) handler(enable) success!
2024-7-12 21:50:43-debug: run package(ios) handler(enable) start
2024-7-12 21:50:43-debug: run package(huawei-agc) handler(enable) start
2024-7-12 21:50:43-debug: run package(linux) handler(enable) start
2024-7-12 21:50:43-debug: run package(linux) handler(enable) success!
2024-7-12 21:50:43-debug: run package(ios) handler(enable) success!
2024-7-12 21:50:43-debug: run package(mac) handler(enable) success!
2024-7-12 21:50:43-debug: run package(mac) handler(enable) start
2024-7-12 21:50:43-debug: run package(native) handler(enable) start
2024-7-12 21:50:43-debug: run package(native) handler(enable) success!
2024-7-12 21:50:43-debug: run package(ohos) handler(enable) success!
2024-7-12 21:50:43-debug: run package(openharmony) handler(enable) start
2024-7-12 21:50:43-debug: run package(openharmony) handler(enable) success!
2024-7-12 21:50:43-debug: run package(oppo-mini-game) handler(enable) start
2024-7-12 21:50:43-debug: run package(ohos) handler(enable) start
2024-7-12 21:50:43-debug: run package(oppo-mini-game) handler(enable) success!
2024-7-12 21:50:43-debug: run package(runtime-dev-tools) handler(enable) success!
2024-7-12 21:50:43-debug: run package(taobao-creative-app) handler(enable) success!
2024-7-12 21:50:43-debug: run package(taobao-creative-app) handler(enable) start
2024-7-12 21:50:43-debug: run package(taobao-mini-game) handler(enable) start
2024-7-12 21:50:43-debug: run package(taobao-mini-game) handler(enable) success!
2024-7-12 21:50:43-debug: run package(vivo-mini-game) handler(enable) start
2024-7-12 21:50:43-debug: run package(runtime-dev-tools) handler(enable) start
2024-7-12 21:50:43-debug: run package(web-desktop) handler(enable) success!
2024-7-12 21:50:43-debug: run package(vivo-mini-game) handler(enable) success!
2024-7-12 21:50:43-debug: run package(web-mobile) handler(enable) success!
2024-7-12 21:50:43-debug: run package(web-mobile) handler(enable) start
2024-7-12 21:50:43-debug: run package(web-desktop) handler(enable) start
2024-7-12 21:50:43-debug: run package(wechatgame) handler(enable) success!
2024-7-12 21:50:43-debug: run package(wechatprogram) handler(enable) start
2024-7-12 21:50:43-debug: run package(wechatprogram) handler(enable) success!
2024-7-12 21:50:43-debug: run package(windows) handler(enable) success!
2024-7-12 21:50:43-debug: run package(wechatgame) handler(enable) start
2024-7-12 21:50:43-debug: run package(windows) handler(enable) start
2024-7-12 21:50:43-debug: run package(xiaomi-quick-game) handler(enable) success!
2024-7-12 21:50:43-debug: run package(cocos-service) handler(enable) start
2024-7-12 21:50:43-debug: run package(cocos-service) handler(enable) success!
2024-7-12 21:50:43-debug: run package(xiaomi-quick-game) handler(enable) start
2024-7-12 21:50:43-debug: run package(im-plugin) handler(enable) success!
2024-7-12 21:50:43-debug: run package(im-plugin) handler(enable) start
2024-7-12 21:50:43-debug: run package(placeholder) handler(enable) start
2024-7-12 21:50:43-debug: run package(placeholder) handler(enable) success!
2024-7-12 21:50:43-debug: run package(prefab380fix) handler(register) success!
2024-7-12 21:50:43-debug: run package(prefab380fix) handler(register) start
2024-7-12 21:50:43-debug: run package(prefab380fix) handler(enable) success!
2024-7-12 21:50:43-debug: run package(prefab380fix) handler(enable) start
2024-7-12 21:50:43-debug: run package(cocos-service) handler(register) start
2024-7-12 21:50:43-debug: run package(cocos-service) handler(register) success!
2024-7-12 21:50:43-debug: run package(cocos-service) handler(disable) start
2024-7-12 21:50:43-debug: run package(cocos-service) handler(disable) success!
2024-7-12 21:50:43-debug: run package(cocos-service) handler(enable) success!
2024-7-12 21:50:43-debug: run package(cocos-service) handler(enable) start
2024-7-12 21:50:44-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\advanced\sky.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:44-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\advanced\water.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:44-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\for2d\builtin-spine.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:44-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\for2d\builtin-sprite-renderer.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:44-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\for2d\builtin-sprite.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:44-debug: run package(im-plugin) handler(register) start
2024-7-12 21:50:44-debug: run package(im-plugin) handler(register) success!
2024-7-12 21:50:44-debug: run package(im-plugin) handler(disable) start
2024-7-12 21:50:44-debug: run package(im-plugin) handler(disable) success!
2024-7-12 21:50:44-debug: run package(im-plugin) handler(enable) start
2024-7-12 21:50:44-debug: run package(im-plugin) handler(enable) success!
2024-7-12 21:50:44-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\builtin-camera-texture.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:44-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\builtin-clear-stencil.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:44-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\builtin-geometry-renderer.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:45-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\builtin-debug-renderer.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:45-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\builtin-graphics.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:45-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\builtin-occlusion-query.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:45-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\builtin-reflection-deferred.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:45-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\builtin-wireframe.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:45-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\legacy\standard.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:45-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\legacy\terrain.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:45-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\legacy\toon.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:46-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\particles\builtin-billboard.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:46-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\particles\builtin-particle-gpu.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:46-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\particles\builtin-particle-trail.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:46-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\particles\builtin-particle-xr-trail.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:46-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\particles\builtin-particle.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:46-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\cluster-build.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:46-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\cluster-culling.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:46-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\deferred-lighting.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:47-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\copy-pass.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:47-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\planar-shadow.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:47-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:47-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\smaa.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:47-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\skybox.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:47-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\ssss-blur.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:47-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\tone-mapping.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:47-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\tonemap.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:47-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\util\batched-unlit.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:47-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\util\profiler.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:47-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\util\sequence-anim.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:47-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\util\splash-screen.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:47-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\box-height-light.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:47-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\gizmo.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:47-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\grid-2d.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:47-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\grid-stroke.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:47-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\grid.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:47-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\light-probe-visualization.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:47-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\light.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:47-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\terrain-circle-brush.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:47-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\terrain-image-brush.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:47-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\terrain-select-brush.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:47-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\blit-screen.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:48-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\bloom.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:48-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\color-grading.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:48-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\fsr.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:48-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\hbao.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:48-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\fxaa-hq.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:48-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\taa.effectbackground: #aaff85; color: #000;color: #000;
2024-7-12 21:50:48-debug: %cImport%c: D:\MyCoding\CocosDashboardeditors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\util\dcc\imported-metallic-roughness.effectbackground: #aaff85; color: #000;color: #000;
